CAS Reg. No.,PubChem SMILES,Mol. wt.,JR Tb /K,CRC Tb /K
533-32-4,CCN(CC)C(=O)CC(C)C,157.25700000000015,471.39,484.15
766-05-2,C1CCC(CC1)C#N,109.17199999999994,481.38999999999993,461.15
87-60-5,CC1=C(C=CC=C1Cl)N,141.60100000000006,506.36,518.15
102-50-1,CC1=C(C=CC(=C1)OC)N,137.18200000000007,514.23,521.65
88-75-5,C1=CC=C(C(=C1)[N+](=O)[O-])O,139.11000000000004,596.02,489.15
299-42-3,CC(C(C1=CC=CC=C1)O)NC,165.2360000000001,596.55,498.15
99-09-2,C1=CC(=CC(=C1)[N+](=O)[O-])N,138.12600000000003,592.91,585.15
372-19-0,C1=CC(=CC(=C1)F)N,111.11899999999996,440.34,461.15
622-80-0,CCCNC1=CC=CC=C1,135.21000000000004,482.37,493.15
230-46-6,C1=CC2=C(C3=C(C=C2)N=CC=C3)N=C1,180.2100000000001,651.1800000000001,633.15
541-35-5,CCCC(=O)N,87.12199999999996,417.52,504.95
126-98-7,CC(=C)C#N,67.09099999999998,389.76,363.15
1120-48-5,CCCCCCCCNCCCCCCCC,241.4630000000003,615.8499999999999,580.8499999999999
103-84-4,CC(=O)NC1=CC=CC=C1,135.16600000000005,513.3599999999999,565.15
1124-11-4,CC1=C(N=C(C(=N1)C)C)C,136.19800000000006,531.66,466.15
603-71-4,CC1=CC(=C(C(=C1)C)[N+](=O)[O-])C,165.1920000000001,598.98,528.15
620-08-6,COC1=CC=NC=C1,109.12799999999996,439.68,466.15
5966-51-8,CN(C)CC(CN(C)C)O,146.23400000000015,476.38,454.65
1821-36-9,C1CCC(CC1)NC2=CC=CC=C2,175.27500000000015,570.56,552.15
6168-72-5,CC(CO)N,75.11099999999996,432.51,447.65
602-56-2,C1=CC=C(C=C1)C2=C3C=CC=CC3=NC4=CC=CC=C42,255.32000000000008,789.3,677.15
109-84-2,C(CO)NN,76.09899999999996,460.24,492.15
51-79-6,CCOC(=O)N,89.09399999999997,398.99,458.15
536-88-9,CCC1=CC(=NC=C1)C,121.18299999999994,468.0,453.15
589-93-5,CC1=CN=C(C=C1)C,107.15599999999996,445.12,430.15
623-00-7,C1=CC(=CC=C1C#N)Br,182.02000000000004,559.66,509.15
300-87-8,CC1=CC(=NO1)C,97.11699999999996,422.88,415.15
103-89-9,CC1=CC=C(C=C1)NC(=O)C,149.1930000000001,541.22,580.15
99-51-4,CC1=C(C=C(C=C1)[N+](=O)[O-])C,151.16500000000008,571.1199999999999,524.15
101-18-8,C1=CC=C(C=C1)NC2=CC(=CC=C2)O,185.22600000000008,658.31,613.15
595-44-8,CCC([N+](=O)[O-])(Cl)Cl,157.9840000000001,491.71,418.15
124-02-7,C=CCNCC=C,97.16099999999994,380.41,385.15
611-74-5,CN(C)C(=O)C1=CC=CC=C1,149.19300000000007,498.50999999999993,545.15
625-28-5,CC(C)CC#N,83.13399999999996,415.64,402.15
601-76-3,CCC([N+](=O)[O-])[N+](=O)[O-],134.0910000000001,571.48,467.15
104-78-9,CCN(CC)CCCN,130.23499999999993,444.73,438.15
13290-74-9,CC1=C(C=CC(=C1)[N+](=O)[O-])Cl,171.58300000000006,585.67,522.15
2706-56-1,C1=CC=NC(=C1)CCN,122.17099999999996,512.67,486.15
621-77-2,CCCCCN(CCCCC)CCCCC,227.4360000000003,555.24,515.65
537-92-8,CC1=CC(=CC=C1)NC(=O)C,149.1930000000001,541.22,576.15
107-10-8,CCCN,59.11200000000002,340.77,320.36
350-46-9,C1=CC(=CC=C1[N+](=O)[O-])F,141.10100000000003,519.65,478.15
137-17-7,CC1=CC(=C(C=C1C)N)C,135.21000000000004,519.6700000000001,507.65
124-09-4,C(CCCN)CCN,116.20799999999991,481.94,470.15
288-13-1,C1=CNN=C1,68.07899999999998,388.76,460.15
3934-20-1,C1=CN=C(N=C1Cl)Cl,148.98000000000002,505.04,471.15
74-89-5,CN,31.058,295.01,266.75
2016-42-4,CCCCCCCCCCCCCCN,213.40900000000028,592.45,562.15
5263-87-6,COC1=CC2=C(C=C1)N=CC=C2,159.18800000000007,555.16,579.15
826-81-3,CC1=NC2=C(C=CC=C2O)C=C1,159.18800000000005,613.3599999999999,540.15
1897-45-6,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,265.914,788.0999999999999,623.15
883-93-2,C1=CC=C(C=C1)C2=NC3=CC=CC=C3S2,211.28900000000007,672.46,644.15
532-18-3,C1=CC=C2C=C(C=CC2=C1)NC3=CC4=CC=CC=C4C=C3,269.3469999999997,808.6500000000001,744.15
348-54-9,C1=CC=C(C(=C1)N)F,111.11899999999996,440.34,448.15
491-35-0,CC1=CC=NC2=CC=CC=C12,143.18900000000008,532.74,539.15
109-78-4,C(CO)C#N,71.07899999999998,462.5,491.15
59-49-4,C1=CC=C2C(=C1)NC(=O)O2,135.12200000000004,501.06,608.15
520-69-4,CCC1=C(NC(=C1C)C)C,137.22600000000006,492.26,487.15
7295-76-3,COC1=CN=CC=C1,109.12799999999996,439.68,451.65
123-75-1,C1CCNC1,71.12299999999998,359.62,359.75
124-12-9,CCCCCCCC#N,125.21499999999992,484.72,475.15
140-82-9,CCN(CC)CCOCCO,161.24500000000015,509.68,494.65
13054-87-0,CCC(CO)N,89.13799999999995,455.39,451.15
623-08-5,CC1=CC=C(C=C1)NC,121.18299999999994,464.47,488.15
99-77-4,CCOC(=O)C1=CC=C(C=C1)[N+](=O)[O-],195.1740000000001,647.24,459.45
87-63-8,CC1=C(C(=CC=C1)Cl)N,141.60100000000006,506.36,488.15
446-35-5,C1=CC(=C(C=C1F)F)[N+](=O)[O-],159.09100000000004,523.9,480.15
461-78-9,CC(C)(CC1=CC=C(C=C1)Cl)N,183.68200000000013,566.79,504.15
625-76-3,C([N+](=O)[O-])[N+](=O)[O-],106.037,526.16,442.15
110-85-0,C1CNCCN1,86.13799999999995,412.44,421.78
2141-62-0,CCOCCC#N,99.13299999999995,438.5,444.15
4200-95-7,CCCCCCCCCCCCCCCCCN,255.49000000000032,661.0899999999999,609.15
619-31-8,CN(C)C1=CC(=CC=C1)[N+](=O)[O-],166.18000000000006,578.5799999999999,555.65
81-33-4,C1=CC2=C3C(=CC=C4C3=C1C5=C6C4=CC=C7C6=C(C=C5)C(=O)NC7=O)C(=O)NC2=O,390.3539999999999,1269.68,547.15
87-62-7,CC1=C(C(=CC=C1)C)N,121.18299999999994,491.81,484.15
109-08-0,CC1=NC=CN=C1,94.11699999999996,448.08,402.15
628-83-1,CCCCSC#N,115.20099999999996,484.86,459.15
7554-65-6,CC1=CNN=C1,82.10599999999997,416.62,479.15
1148-79-4,C1=CC=NC(=C1)C2=NC(=CC=C2)C3=CC=CC=N3,233.2740000000001,788.9200000000001,643.15
563-70-2,C([N+](=O)[O-])Br,139.93600000000004,440.48,422.15
625-84-3,CC1=CC=C(N1)C,95.14499999999995,413.66,440.58
106-40-1,C1=CC(=CC=C1N)Br,172.02500000000003,507.23,493.15
618-98-4,CCOC(=O)C1=CC(=CC=C1)[N+](=O)[O-],195.1740000000001,647.24,570.15
108-00-9,CN(C)CCN,88.15399999999994,376.09,377.15
646-25-3,C(CCCCCN)CCCCN,172.31600000000023,573.46,535.15
35182-51-5,CCC(CC)C1=CC=NC=C1,149.23700000000014,508.34,490.15
1126-78-9,CCCCNC1=CC=CC=C1,149.23700000000014,505.25,527.15
4753-75-7,CNCC1=CC=CO1,111.14399999999992,437.25,422.15
92-67-1,C1=CC=C(C=C1)C2=CC=C(C=C2)N,169.2270000000001,605.03,575.15
494-04-2,C1=CC(=CN=C1)C2=CC(=NC=C2)C3=CN=CC=C3,233.2740000000001,788.9200000000001,573.15
492-17-1,C1=CC=C(C(=C1)C2=CC=C(C=C2)N)N,184.2420000000001,682.54,636.15
110-60-1,C(CCN)CN,88.15399999999995,436.18,429.15
84-95-7,CCN(CC)C1=CC=CC2=CC=CC=C21,199.2970000000001,583.0,558.15
631-57-2,CC(=O)C#N,69.06299999999999,424.19,365.45
2199-51-1,CCOC(=O)C1=C(NC=C1C)C,167.2080000000001,545.5,564.15
5332-24-1,C1=CC=C2C(=C1)C=C(C=N2)Br,208.05800000000005,576.02,548.15
